لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أزرق سماوي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بيج ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بيج ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
ذهبي ,بنزين ,حكومي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
أزرق ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي 
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أصفر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,نمرة صفراء ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,حكومي ,فلسطينية ,عادي ,يدوي 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,حكومي ,فلسطينية ,عادي ,يدوي 
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بيج ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تجاري ,نمرة صفراء ,عادي ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أخضر ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
ذهبي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رصاصي ,ديزل ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فيراني ,ديزل ,حكومي ,فلسطينية ,عادي ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,حكومي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
خمري ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,نمرة صفراء ,عادي ,يدوي 
أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
كرميدي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني 
أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
