لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,صفر ,4+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2900 ,,6+1 ,نقدا فقط ,للبيع أو التبديل ,٤ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
ذهبي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2000 ,000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,000 ,"


"
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,3000 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"

إغلاق مركزي
وسادة حماية هوائية

"
بيج ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,90000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,120000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1800 ,٢٠٠٠٠٠ ,,إمكانية التقسيط ,للبيع أو التبديل ,٤ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,143000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,7 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,200000 ,4+1 ,نقدا فقط ,للبيع فقط ,ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,150000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1004 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

جنطات مغنيسيوم

"
كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,1900 ,,7+1 ,نقدا فقط ,للبيع فقط ,يد٥ ,"


"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,160 ,6+1 ,نقدا فقط ,للبيع فقط ,ثالثة ,"

إغلاق مركزي
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

"
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,٧٢٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,68 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,١٤٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800 ,١٢٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,١٤٠٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد  ثانية ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,10000 ,4+1 ,نقدا فقط ,للبيع فقط ,يداولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,104000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"


"
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,62 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فيراني ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني ,2000 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800 ,,4+1 ,نقدا فقط ,للبيع فقط ,٤ ,"

جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,60000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1450 ,,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1200 ,٦٧٧٧٧٣ ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولا  ,"


"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,١ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,79000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثه ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم

"
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,ثانية ,"

مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,43000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,,6+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,97000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانية  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,٦٦٧٨٩٠ ,6+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,"

مُكيّف
مسجل CD

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,,,نقدا فقط ,للبيع فقط ,,"


"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,40000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

"
رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,١٢٠٠٠٠ ,6+1 ,نقدا فقط ,للبيع فقط ,تانيه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,135000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثة ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,300 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني ,1600 ,270000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,3 ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
جيشي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,240000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,  0000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1200 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,ديزل ,حكومي ,فلسطينية ,عادي ,الكتروني ,2000 ,000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
رصاصي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,٠ ,7+1 ,نقدا فقط ,للبيع فقط ,٣ ,"

جهاز إنذار
مسجل CD

"
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2200 ,٧٥٠٠٠ ,6+1 ,نقدا فقط ,للبيع فقط ,٤ ,"

مُكيّف
مسجل CD

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500 ,000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1240 ,58000 ,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3200 ,150الف ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,1900 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,440000 ,,نقدا فقط ,للبيع فقط ,يد ثانية ,"


"
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,00000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,215000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,35000 ,اكثر من 10 ,نقدا فقط ,للبيع فقط ,ثالثة ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,00”” ,6+1 ,نقدا فقط ,للبيع أو التبديل ,1000 ,"

مُكيّف

"
رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,١٠٠٨ ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثانيه  ,"


"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,١٩٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٠ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2150 ,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,59000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد أولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,1660000 ,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800 ,0000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثة ,"

جنطات مغنيسيوم
فرش جلد

"
