car_color,fuel_type,car_type,car_license,gear_type,windows,motor_power,speedometer,passengers_number,payment_method,car_state,ex_owners,additions,price
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,45000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
وسادة حماية هوائية

",63000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,45000,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",148000
رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,150000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",46000
بني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400,105000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",67000
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1600,,5.0,إمكانية التقسيط ,للبيع فقط ,4.0,"

مُكيّف
جنطات مغنيسيوم

",15000
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",45000
خمري ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,0,5.0,نقدا فقط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
وسادة حماية هوائية

",38000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية

",40000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,200000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",40000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,900,27000,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

",65000
فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,240000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية

",65000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,100000,5.0,نقدا فقط ,للبيع فقط ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",39999
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,20000,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد

",63000
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,10000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
وسادة حماية هوائية

",14000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,90000,5.0,إمكانية التقسيط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",75000
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,100000,5.0,نقدا فقط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",58000
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",66000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0,5.0,نقدا فقط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",46000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,0,5.0,نقدا فقط ,للبيع فقط ,8.0,"

فرش جلد

",11000
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,200000,,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",104000
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,9000,,5.0,نقدا فقط ,للبيع فقط ,,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد

",5500
فضي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2000,427374,3.0,نقدا فقط ,للبيع فقط ,2.0,"


",75000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90,5.0,إمكانية التقسيط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",65000
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,251,5.0,إمكانية التقسيط ,للبيع أو التبديل ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",48000
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,60000,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",43000
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,53000,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية

",68000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90,5.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",66000
أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,,5.0,نقدا فقط ,للبيع فقط ,,"

إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية

",28000
ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,0,5.0,إمكانية التقسيط ,للبيع أو التبديل ,2.0,"


",32000
أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,270000,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

",68000
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,81000,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",89000
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,160,5.0,نقدا فقط ,للبيع فقط ,1.0,"

فتحة سقف

",24000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000,5.0,إمكانية التقسيط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",54000
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,56000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",100000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,130000,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",57000
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1000,0,5.0,نقدا فقط ,للبيع فقط ,17.0,"

إغلاق مركزي
مسجل CD
جنطات مغنيسيوم

",11000
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,192,5.0,نقدا فقط ,للبيع أو التبديل ,6.0,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

",24000
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",64000
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,105,5.0,إمكانية التقسيط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",60000
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,67000,5.0,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",75000
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,0,5.0,إمكانية التقسيط ,للبيع فقط ,1.0,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",60000
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5.0,نقدا فقط ,للبيع أو التبديل ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد
وسادة حماية هوائية

",45000
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5.0,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",92000
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,103000,5.0,نقدا فقط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",62000
أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5.0,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",30000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5.0,نقدا فقط ,للبيع فقط ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",35500
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,215000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية

",50000
أبيض عاجي ,بنزين ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,1111111,5.0,نقدا فقط ,للبيع أو التبديل ,11.0,"


",23000
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",60000
فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2200,160000,5.0,إمكانية التقسيط ,للبيع فقط ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",85000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,,5.0,نقدا فقط ,للبيع فقط ,,"

مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",115000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,13000,5.0,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",65000
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,,,نقدا فقط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",35000
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,4000,245,7.0,إمكانية التقسيط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

",80000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,24000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",50000
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,135000,5.0,إمكانية التقسيط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",1500
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,100000,5.0,إمكانية التقسيط ,للبيع فقط ,2.0,"


",105000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5.0,نقدا فقط ,للبيع فقط ,,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",34000
رمادي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,90000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",130000
